,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
69557,20121024X00335,Accident,ERA12CA592,2012-09-20,"New Haven, CT",United States,411529N,0725312W,HVN,Tweed-New Haven Airport,Non-Fatal,Substantial,Airplane,C-FEMT,learjet,36A,No,2.0,Turbo Fan,129,,,"Fox Flight, Inc.",0.0,0.0,0.0,5.0,VMC,Unknown,An inadvertent collision with a deer during the takeoff roll.,25-09-2020,0.0
69564,20121001X90443,Incident,CEN12IA662,2012-09-21,"Denver, CO",United States,395124N,1044028W,KDEN,Denver International,Non-Fatal,Unknown,Airplane,N125PS,canadair,CL-600 Challenger,No,2.0,Turbo Fan,135,NSCH,,Worldwide Jet Charter LLC,0.0,0.0,0.0,10.0,VMC,Unknown,"The internal failure of the galley heater mats thermostat, which resulted in an overheat condition.",25-09-2020,0.0
69586,20120928X62352,Incident,ERA12IA582,2012-09-28,"Teterboro, NJ",United States,040510N,0074323W,TEB,Teterboro Airport,Non-Fatal,Unknown,Airplane,N862PA,learjet,60,No,2.0,Turbo Fan,091,,Positioning,Delta Private Jets,0.0,0.0,0.0,2.0,IMC,Unknown,Failure of the nosewheel steering computer strut servo for reasons that could not be determined or replicated during postincident testing.,25-09-2020,0.0
69620,20121005X05550,Accident,CEN13LA004,2012-10-05,"Milwaukee, WI",United States,425629N,0875329W,KMKE,General Mitchell International,Non-Fatal,Substantial,Airplane,N894AT,boeing,717-200,No,2.0,Turbo Fan,121,SCHD,,"Southwest Airlines, Inc.",0.0,0.0,0.0,108.0,VMC,Unknown,"An obstruction (a sleeve of cups) that lodged under the catering truck brake pedal, which prevented the driver from stopping the truck before it struck the parked airplane.",25-09-2020,0.0
69638,20121012X41701,Incident,ENG13WA001,2012-10-09,"Lyon, France",France,,,LFLL,Lyon-Saint Exupery Airport,Non-Fatal,Unknown,Airplane,F-GOPE,beech,1900,No,2.0,Turbo Prop,,,,,0.0,0.0,0.0,8.0,,Unknown,,03-11-2020,0.0
69644,20121023X55801,Incident,ENG13RA002,2012-10-10,"Paris, France, France",France,,,CDG,Charles De Gaulle,,Unknown,Airplane,PT-MVE,airbus,A330,No,2.0,Turbo Fan,UNK,SCHD,,TAM Linhas Aereas,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
69669,20121018X62210,Accident,WPR13CA016,2012-10-17,"Las Vegas, NV",United States,036448N,0011598W,KLAS,Las Vegas,Non-Fatal,Unknown,Airplane,N625SW,boeing,737-3H4,No,2.0,Turbo Fan,121,SCHD,,Southwest Airlines,0.0,0.0,1.0,85.0,VMC,Unknown,"The flight attendant's encounter with an unseen obstruction in the aisle, which resulted in a fall.",25-09-2020,1.0
69673,20121025X02835,Accident,DCA13CA008,2012-10-17,"Kabul, Afghanistan",Afghanistan,034340N,0069125E,OAKB,Kabul International Airport,Non-Fatal,Substantial,Airplane,N800AW,bombardier,DHC-8-315,No,2.0,Turbo Prop,PUBU,NSCH,Public Aircraft - Federal,US DEPARTMENT OF STATE,0.0,0.0,0.0,7.0,VMC,Unknown,the captains ineffective management of the airplanes energy state during final approach and flare that resulted in a hard landing and tail strike at touchdown.,25-09-2020,0.0
69679,20121023X02243,Incident,ERA13IA036,2012-10-19,"Nantucket, MA",United States,411511N,0070337W,ACK,Nantucket Memorial,Non-Fatal,Minor,Airplane,N576QS,cessna,560XL,No,2.0,Turbo Fan,135,NSCH,,"NetJets Aviation, Inc.",0.0,0.0,0.0,3.0,VMC,Unknown,"The incorrect installation of the left main gear aft trunnion pivot pin by maintenance personnel, which resulted in separation of the aft portion of the left main gear trunnion from the aft trunnion fitting and minor damage to the airplane.",25-09-2020,0.0
69699,20121023X92656,Accident,CEN13LA023,2012-10-22,"Sturtevant, WI",United States,424212N,0875732W,C89,Sylvania Airport,Non-Fatal,Substantial,Airplane,N821DA,beech,B90,No,2.0,Turbo Prop,091,,Personal,Skydive Midwest,0.0,1.0,0.0,1.0,IMC,Unknown,"The pilot's decision to continue the landing after touching down long and on a wet runway that reduced the airplanes braking capability, which resulted in an overrun.",25-09-2020,1.0
69721,20121031X31551,Accident,CEN13FA038,2012-10-31,"Boyne City, MI",United States,451232N,0845924W,N98,Boyne City Municipal Airport,Non-Fatal,Substantial,Airplane,N401WS,piaggio,P180,No,2.0,Turbo Prop,091,,Positioning,"Flagship Private Air, LLC",0.0,0.0,0.0,2.0,IMC,Unknown,"The select/bypass valve's failure to seal correctly because of improper shimming, which resulted in an uncommanded and uncontrollable left turn during landing. Contributing to the accident was the overhaul facility's improper overhaul of the steering manifold.",25-09-2020,0.0
69743,20121107X21801,Incident,ENG13IA005,2012-11-07,"Atlanta, GA",United States,385734N,0765057W,,,Non-Fatal,Unknown,Airplane,N908DE,boeing,MD-88,No,2.0,Turbo Jet,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,147.0,Unk,Unknown,"
The  4th stage turbine blade separation that resulted in an uncontained release of low pressure turbine blade material was Delta Air Lines' repair process for the turbine blades' tip shrouds.  It was not possible to identify the part of the repair process that led to the premature wear of the blade's tip shoud and subsequent separation.",25-09-2020,0.0
69750,20121118X34829,Incident,CEN13IA059,2012-11-10,"Minneapolis, MN",United States,445233N,0931311W,MSP,Minneapolis St Paul Intl,Non-Fatal,Minor,Airplane,N619BA,fairchild,SA227-AC,No,2.0,Turbo Prop,135,SCHD,,BEMIDJI AVIATION SERVICES INC,0.0,0.0,0.0,1.0,VMC,Unknown,"Loose electrical connections to the hydraulic system and anomalies in the hydraulic shuttle valve and power pack, which resulted in an uncommanded gear unlock and collapse of the left main landing gear. Contributing to the accident was the operators failure to comply with the life limits outlined by the hydraulic power packs manufacturer. ",25-09-2020,0.0
69772,20121117X40351,Accident,ERA13LA061,2012-11-17,"Greenwood, SC",United States,341455N,0082933W,GRD,Greenwood County,Non-Fatal,Substantial,Airplane,N6763L,cessna,550,No,2.0,Turbo Fan,091,,Flight Test,"Stevens Aviation, Inc.",0.0,0.0,0.0,2.0,VMC,Unknown,"Collision with a deer during the landing roll, which resulted in a compromised fuel tank and a postimpact fire.",25-09-2020,0.0
69775,20130916X62912,Incident,ENG13WA038,2012-11-18,"Karachi, Pakistan",Pakistan,,,,Jinnah International Airport,,Unknown,Airplane,AP-BEB,airbus,A310 - 308,No,2.0,Turbo Fan,,SCHD,,PAKISTAN INTERNATIONAL AIRLINES COR,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
69784,20121121X33535,Accident,ERA13LA065,2012-11-20,"Roanoke, VA",United States,371932N,0795832W,ROA,Roanoke Regional Airport,Non-Fatal,Substantial,Airplane,N702DK,beech,C90A,No,2.0,Turbo Prop,135,NSCH,,DOMINION AVIATION SERVICES INC,0.0,0.0,0.0,4.0,VMC,Unknown,The failure of the right main landing gear bearing actuator support brackets. Contributing to the accident was the owner's and operator's failure to comply with the airplane manufacturer's mandatory service bulletin and the Federal Aviation Administration's failure to issue an airworthiness directive.,25-09-2020,0.0
69829,20130926X54839,Incident,DCA13WA160,2012-12-02,"Shannon, Ireland",Ireland,,,,,,Minor,Airplane,G-VIIK,boeing,BOEING 777-236,No,2.0,Turbo Fan,NUSC,SCHD,,BRITISH AIRWAYS PLC,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
69832,20121205X43637,Accident,ERA13CA081,2012-12-03,"Knoxville, TN",United States,035484N,0083594W,TYS,McGhee Tyson Airport,Non-Fatal,Substantial,Airplane,N44PA,beech,F90,No,2.0,Turbo Prop,091,,Instructional,Grande Aviation,0.0,0.0,0.0,2.0,VMC,Unknown,The pilots decision to maneuver the airplane in close proximity to a hangar.,25-09-2020,0.0
69837,20130314X15433,Accident,DCA13CA066,2012-12-05,"New York, NY",United States,404638N,0735221W,KLGA,LaGuardia,Non-Fatal,Substantial,Airplane,N411ZW,bombardier,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,,Air Wisconsin,0.0,0.0,0.0,53.0,VMC,Unknown,an inadvertant birdstrike on approach.,25-09-2020,0.0
69848,20121214X03022,Accident,CEN13FA101,2012-12-08,"Detroit Lakes, MN",United States,464915N,0096035W,,,Non-Fatal,Substantial,Airplane,N212M,cessna,501,No,2.0,Turbo Fan,091,,Personal,MAKAIRA AIRCRAFT SALES LLC,0.0,0.0,0.0,6.0,IMC,Unknown,"A loss of airplane control due to an undetermined avionics malfunction and the pilots inattention, which resulted in excessive airframe forces during the unusual attitude recovery. The reason for the avionics malfunction could not be determined because postaccident testing did not reveal any anomalies that would have precluded normal operation.",25-09-2020,0.0
69849,20121209X21315,Accident,DCA13RA025,2012-12-09,"Monterrey, Mexico",Mexico,,,,,Fatal,Destroyed,Airplane,N345MC,learjet,25,No,2.0,Turbo Jet,NUSN,,Executive/corporate,,7.0,0.0,0.0,0.0,,Unknown,,03-11-2020,7.0
69862,20121218X11015,Incident,CEN13IA107,2012-12-14,"Williston, ND",United States,481037N,1033822W,ISN,Sloulin International,Non-Fatal,Unknown,Airplane,N3108B,swearingen,SA227-AC,No,2.0,Turbo Prop,091,,Positioning,Business Aviation Courier,0.0,0.0,0.0,1.0,IMC,Unknown,"The snowplow drivers failure to ensure that the runway was clear before driving onto it, which resulted in a runway incursion with a departing airplane.",25-09-2020,0.0
69864,20121216X01302,Accident,WPR13FA070,2012-12-15,"Ely, NV",United States,039514N,0114351W,,,Fatal,Destroyed,Airplane,N93CN,piper,PA-31T1,No,2.0,Turbo Prop,091,,Personal,,2.0,0.0,0.0,0.0,VMC,Unknown,"The pilots failure to regain airplane control following a sudden rapid descent during cruise flight, which resulted in an exceedance of the design stress limits of the aircraft and led to an in-flight structural failure. ",25-09-2020,2.0
69867,20121217X91705,Accident,CEN13FA105,2012-12-15,"Amarillo, TX",United States,345657N,1013451W,,,Fatal,Substantial,Airplane,N67PS,beech,E-90,No,2.0,Turbo Prop,091,,Personal,ONEAL AVIATION LLC,2.0,0.0,0.0,0.0,IMC,Unknown,"The pilots loss of control of the airplane after encountering icing conditions and heavy to extreme turbulence and the subsequent exceedance of the airplanes design limit, which led to an in-flight breakup. 
",25-09-2020,2.0
69874,20121219X15826,Accident,WPR13FA073,2012-12-19,"Libby, MT",United States,481914N,1152832W,S59,Libby,Fatal,Destroyed,Airplane,N499SW,beech,B100,No,2.0,Turbo Prop,091,,Business,STINGER WELDING INC,2.0,0.0,0.0,0.0,VMC,Unknown,"The noncertificated pilots failure to maintain clearance from terrain while maneuvering to land in dark night conditions likely due to his geographic disorientation (lost). Contributing to the accident was the pilots improper decision to fly at night with a known visual limitation.",25-09-2020,2.0
69882,20121226X20928,Accident,CEN13TA113,2012-12-21,"Oklahoma City, OK",United States,352415N,0973519W,OKC,WILL ROGERS WORLD,Non-Fatal,Substantial,Airplane,N753CC,cessna,550,No,2.0,Turbo Fan,PUBU,,Public Aircraft - Federal,UNITED STATES CUSTOMS SERVICE,0.0,1.0,0.0,1.0,VMC,Unknown,"The flight crew's decision to fly close behind a heavy airplane, which did not ensure there was adequate distance and time in order to avoid a wake turbulence encounter with the preceding heavy airplanes wake vortex, which resulted in a loss of airplane control during final approach.",25-09-2020,1.0
69897,20121231X42414,Accident,CEN13CA117,2012-12-29,"CHICAGO, IL",United States,044404N,0085330W,,,Non-Fatal,Unknown,Airplane,N619AE,embraer,EMB-145LR,No,2.0,Turbo Fan,121,SCHD,,AMERICAN EAGLE AIRLINES INC,0.0,0.0,1.0,49.0,VMC,Unknown,"The presence of deice fluid on the floor, which resulted in a slip hazard and an injury to the flight attendant.",25-09-2020,1.0
69903,20121231X35943,Incident,ENG13WA010,2012-12-31,"Seoul, South Korea, South Korea",South Korea,,,ICN,Incheon International Airport,,Unknown,Airplane,N206UA,boeing,777-222,No,2.0,Turbo Fan,121,SCHD,,UNITED AIR LINES INC,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
69940,20130114X25958,Incident,ERA13IA114,2013-01-13,"Debary, FL",United States,285259N,0811831W,,,Non-Fatal,Unknown,Airplane,N662QS,cessna,560XL,No,2.0,Turbo Fan,091K,NSCH,,"NetJets Aviation, Inc.",0.0,0.0,0.0,4.0,VMC,Unknown,"An accumulation of debris in the airplanes bilge drain holes that prevented accumulated moisture from properly draining; the accumulated moisture subsequently froze around the elevator control components, which resulted in the flight control stiffness. Contributing to the accident was maintenance personnels improper installation of seals in the airplanes tailcone, which allowed water to enter the tailcone.",25-09-2020,0.0
69993,20130206X71903,Accident,WPR13FA115,2013-02-06,"Casa Grande, AZ",United States,325721N,1114558W,CGZ,Casa Grande Municipal Airport,Fatal,Destroyed,Airplane,N555FV,beech,E90,No,2.0,Turbo Prop,091,,Instructional,"Sauo Aero Services, LLC",2.0,0.0,0.0,0.0,VMC,Unknown,"The pilots loss of control of the airplane after pitching it excessively nose up during a go-around, which resulted in a subsequent aerodynamic stall/spin.",25-09-2020,2.0
70001,20130220X32821,Incident,DCA13IA058,2013-02-07,"Bowman, GA",United States,341524N,0825857W,,,Non-Fatal,Minor,Airplane,N261PS,bombardier,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,,"PSA Airlines, Inc.",0.0,1.0,0.0,39.0,Unk,Unknown,"the captain's inappropriate climb speed, his failure to monitor airspeed during the level off, and his inappropriate response to multiple stall warnings.",25-09-2020,1.0
70046,20130220X85257,Accident,DCA13CA056,2013-02-19,"Cincinnati, OH",United States,039255N,0084404W,KCVG,Cincinnati-Northern Kentucky,Non-Fatal,Unknown,Airplane,N283SK,embraer,EMB-145LR,No,2.0,Turbo Fan,121,SCHD,,CHAUTAUQUA AIRLINES INC,0.0,0.0,1.0,53.0,VMC,Unknown,an inadvertent fall out of the open service door because the safety strap was not attached.,25-09-2020,1.0
70048,20130220X11432,Accident,ERA13MA139,2013-02-21,"Thomson, GA",United States,333146N,0822959W,HQU,Thomson-McDuffie Regional,Fatal,Destroyed,Airplane,N777VG,beech,390,No,2.0,Turbo Fan,091,,Executive/corporate,Richard Z. Trammell,5.0,0.0,2.0,0.0,VMC,Unknown,"The pilot's failure to follow airplane flight manual procedures for an antiskid failure in flight and his failure to immediately retract the lift dump after he elected to attempt a go-around on the runway. Contributing to the accident were the pilot's lack of systems knowledge and his fatigue due to acute sleep loss and his ineffective use of time between flights to obtain sleep.  

Member Sumwalt filed a concurring statement that can be found in the public docket for this accident. Member Weener joined the statement.",25-09-2020,7.0
70058,20130227X40543,Accident,ERA13CA147,2013-02-24,"Tunica, MS",United States,034416N,0902052W,UTA,Tunica Municipal,Non-Fatal,Unknown,Airplane,N164HQ,embraer,ERJ 190-100 IGW,No,2.0,Turbo Fan,091,,Positioning,Republic Airlines,0.0,0.0,1.0,3.0,VMC,Unknown,The cabin attendant's failure to follow published guidance and checklists before and during landing.,25-09-2020,1.0
70085,20130312X23544,Incident,WPR13IA144,2013-03-05,"Danville, CA",United States,375022N,0122012W,SJC,Norman Y. Mineta San Jose Int,Non-Fatal,Minor,Airplane,N417QX,bombardier,DHC-8-402,No,2.0,Turbo Prop,121,SCHD,,Horizon Air,0.0,0.0,0.0,51.0,VMC,Unknown,"The failure and separation of a section of the No. 2 engine's combustion chamber's small exit duct (SED), which created an airflow disruption that led to an engine surge and subsequent fire. Contributing to the accident was the insufficient weld penetration that remained totally contained within the SED outer dome and did not penetrate through to the inner duct as required by the manufacturing specifications.",25-09-2020,0.0
70086,20130307X72035,Accident,ERA13WA158,2013-03-06,"La Libertad, Peru",Peru,075510S,0773133W,SPIS,Pias Airport,Fatal,Destroyed,Airplane,OB-1992,beech,B200,No,2.0,Turbo Prop,NUSC,NSCH,,Aero Transporte Sociedad Anonima ATSA,9.0,0.0,0.0,0.0,,Unknown,,03-11-2020,9.0
70090,20130308X64149,Accident,ANC13FA030,2013-03-08,"Aleknagik, AK",United States,059194N,0158214W,PADL,Dillingham Airport,Fatal,Destroyed,Airplane,N116AX,beech,1900C,No,2.0,Turbo Prop,135,NSCH,,ALASKA CENTRAL EXPRESS INC,2.0,0.0,0.0,0.0,IMC,Unknown,"

The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists.

Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which  resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",25-09-2020,2.0
70091,20130314X14422,Accident,DCA13CA065,2013-03-08,"Atlanta, GA",United States,333812N,0842540W,KATL,Hartsfield/Jackson,Non-Fatal,Substantial,Airplane,N698DL,boeing,757-232,No,2.0,Turbo Fan,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,148.0,VMC,Unknown,the pilot's failure to maintain correct airspeed and pitch attitude at touchdown.,25-09-2020,0.0
70106,20130321X52907,Accident,ERA13WA178,2013-03-12,"Almeirim Municipality, Brazil",Brazil,000521N,0523837W,,,Fatal,Destroyed,Airplane,PT-VAQ,embraer,EMB-820C,No,2.0,Turbo Prop,NUSC,NSCH,,Fretax Taxi Aereo Ltda.,10.0,0.0,0.0,0.0,VMC,Unknown,,03-11-2020,10.0
70115,20130315X82522,Accident,ERA13FA168,2013-03-15,"Fort Lauderdale, FL",United States,261130N,0080922W,FXE,Fort Lauderdale Executive,Fatal,Destroyed,Airplane,N63CA,piper,PA-31T,No,2.0,Turbo Prop,091,,Flight Test,M.A.S. Inc.,3.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's failure to maintain airplane control following an emergency, the nature of which could not be determined because of crash and fire damage, which resulted in an aerodynamic stall.",25-09-2020,3.0
70129,20130317X85055,Accident,CEN13FA196,2013-03-17,"South Bend, IN",United States,414145N,0861746W,SBN,South Bend Airport,Fatal,Destroyed,Airplane,N26DK,hawker,390,No,2.0,Turbo Fan,091,,Business,Digicut Systems,2.0,0.0,2.0,0.0,VMC,Unknown,"The private pilot's inadequate response to the dual engine shutdown during cruise descent, including his failure to adhere to procedures, which ultimately resulted in his failure to maintain airplane control during a single-engine go-around. An additional cause was the pilot's decision to allow the unqualified pilot-rated passenger to manipulate the airplane controls, which directly resulted in the inadvertent dual engine shutdown.",25-09-2020,4.0
70169,20130405X10333,Incident,ENG13IA020,2013-03-29,"Houston, TX",United States,029594N,0952029W,IAH,GEORGE BUSH INTERCONTINENTAL/H,,Unknown,Airplane,N12922,embraer,ERJ-145,No,2.0,Turbo Fan,UNK,,,EXPRESSJET AIRLINES INC,0.0,0.0,0.0,0.0,Unk,Unknown,"The uncommanded left deflection of the airplane's nose wheel due to a malfunction of the electrohydraulic servo valve (EHSV) within the nose wheel steering manifold assembly.  The reason for the malfunction could not be determined; however, a foreign substance was found between the armature and coil of the EHSV that once removed improved the performance of the unit.  It is unknown how the foreign substance was introduced to this location.",25-09-2020,0.0
70191,20130406X70217,Incident,ERA13IA192,2013-04-05,"Meridian, MS",United States,032194N,0884523W,MEI,Key Field Airport,Non-Fatal,Unknown,Airplane,N196EC,embraer,EMB-500,No,2.0,Turbo Fan,091,,Positioning,PROGRESSIVE AVIATION LLC,0.0,0.0,0.0,1.0,VMC,Unknown,"The failure of the main landing gear brake systems antiskid system, which resulted in locked wheels during landing.",25-09-2020,0.0
70192,20130408X10949,Accident,DCA13FA071,2013-04-05,"Las Vegas, NV",United States,036480N,0115180W,LAS,Las vegas,Non-Fatal,Substantial,Airplane,N560UW,airbus,321,No,2.0,Turbo Fan,121,SCHD,,U.A Airways Inc,0.0,0.0,0.0,192.0,VMC,Unknown,the captain's improper recovery from a bounced landing which resulted in a tailstrike.,25-09-2020,0.0
70256,20130510X41006,Incident,CEN13IA270,2013-04-24,"Clearwater, FL",United States,275418N,0824114W,KPIE,St Petersburg-Clearwater Inter,Non-Fatal,Minor,Airplane,N139SL,piaggio,P180,No,2.0,Turbo Prop,091,,Business,AVANTAIR INC,0.0,0.0,0.0,6.0,VMC,Unknown,"The failure of the nose landing gear steering manifold during landing, which resulted in an uncommanded and uncontrollable right turn, and the overhaul facilitys improper overhaul of the nose landing gear steering manifold. ",25-09-2020,0.0
70272,20130507X80356,Incident,ENG13WA024,2013-04-28,"Jeddah, Saudi Arabia, Saudi Arabia",Saudi Arabia,,,JED,King Abdulaziz International,Non-Fatal,Minor,Airplane,HZ-AK16,boeing,777,No,2.0,Turbo Fan,NUSC,SCHD,,Saudi Arabian Airlines,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
70289,20130502X52359,Accident,DCA13FA082,2013-05-01,"Newark, NJ",United States,404159N,0074957W,EWR,Newark Liberty International,Non-Fatal,Minor,Airplane,LN-RKO,airbus,A330,No,2.0,Turbo Fan,129,SCHD,,SCANDINAVIAN AIRLINES SYSTEM,0.0,0.0,0.0,290.0,VMC,Unknown,the failure of flight 908's captain to ensure adequate clearance between the wingtip of his airplane and flight 4226's empennage when he attempted to pass behind the other airplane.,25-09-2020,0.0
70301,20130509X81528,Incident,ENG13WA025,2013-05-03,"Sveg, Sweden, Sweden",Sweden,062252N,0142527E,ESND,Sveg Airport,Non-Fatal,Unknown,Airplane,ES-PJR,bae,Jetstream,No,2.0,Turbo Fan,UNK,SCHD,,Avies AS,0.0,0.0,0.0,16.0,,Unknown,,03-11-2020,0.0
70312,20130509X71919,Accident,ERA13WA232,2013-05-05,"Valencia, Venezuela",Venezuela,010910N,0067570W,SVVA,Arturo Michelena Airport,Fatal,Destroyed,Airplane,N119FD,learjet,60,No,2.0,Turbo Fan,NUSN,,Unknown,"Lytham Group, Inc.",2.0,0.0,0.0,0.0,,Unknown,,03-11-2020,2.0
70316,20130509X82017,Incident,ENG13RA026,2013-05-06,"Osaka, Japan, Japan",Japan,,,RJOO,Osaka International Airport,Non-Fatal,Minor,Airplane,JA206J,bombardier,CL-600,No,2.0,Turbo Fan,NUSC,SCHD,,J-Air,0.0,0.0,0.0,55.0,,Unknown,,03-11-2020,0.0
70335,20130517X14847,Accident,DCA13CA091,2013-05-09,"Dallas, TX",United States,325348N,0097213W,DFW,Dallas-Fort Worth,Non-Fatal,Unknown,Airplane,N327NW,airbus,320,No,2.0,Turbo Fan,121,SCHD,,Delta Air Lines,0.0,0.0,1.0,119.0,VMC,Unknown,The flight attendant's inadvertent trip over the jumpseat that had not retracted automatically.,25-09-2020,1.0
70337,20130511X04905,Incident,WPR13IA226,2013-05-10,"Phoenix, AZ",United States,033262N,0112025W,PHX,Phoenix Sky Harbor Int'l,Non-Fatal,Minor,Airplane,N913WN,boeing,737-7H4,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,59.0,VMC,Unknown,"The failure of the tug operator and wing walker to adequately monitor the environment during pushback of the airplane from the gate in preparation for flight, which led to the collision of the airplane with an adjacently parked airplane. ",25-09-2020,0.0
70347,20130515X53650,Accident,DCA13CA090,2013-05-11,"Flushing, NY",United States,404638N,0735221W,KLGA,LaGuardia Airport,Non-Fatal,Unknown,Airplane,N208JQ,embraer-empresa,ERJ 170-200 LR,No,2.0,Turbo Fan,121,SCHD,,SHUTTLE AMERICA CORP,0.0,0.0,1.0,3.0,VMC,Unknown,The flight attendant's decision to move two galley carts simultaneously that resulted in the second cart tipping over onto her foot.,25-09-2020,1.0
70351,20130513X04448,Accident,WPR13FA227,2013-05-13,"McMinnville, OR",United States,451125N,0012395W,MMV,McMinnville,Non-Fatal,Substantial,Airplane,N22MS,gates,35A,No,2.0,Turbo Fan,091,,Positioning,Evergreen International Aviation Inc.,0.0,0.0,0.0,3.0,VMC,Unknown,"Failure of maintenance personnel to reattach the landing gear squat switches following maintenance, which rendered the airplane's steering, braking, and thrust reverser systems inoperative during landing. Contributing to the accident were the failure of both the maintenance facility mechanics and the airplane operator's mechanic and flight crew to identify the error during postmaintenance checks, a failure of the airplane's pilot to apply the emergency brakes in a timely manner, and the copilot's decision to attempt to engage the thrust reversers as the airplane approached the runway end despite multiple indications that they were inoperative and producing partial forward, rather than reverse, thrust.",25-09-2020,0.0
70372,20130519X11737,Accident,DCA13FA094,2013-05-18,"Newark, NJ",United States,404133N,0074107W,EWR,Newark Liberty International,Non-Fatal,Substantial,Airplane,N934HA,bombardier,DHC8,No,2.0,Turbo Prop,121,SCHD,,Piedmont Airlines,0.0,0.0,0.0,34.0,VMC,Unknown,"the frozen left main landing gear (MLG) uplock roller due to lack of lubrication and the uplock latch that had worn beyond acceptable tolerances, which prevented the flight crew from extending the left MLG using the alternate extension system. Contributing to the accident were the operator's improper maintenance practices, which did not detect the lubrication issue with the roller and the wear of the latch.",25-09-2020,0.0
70464,20130607X70213,Accident,CEN13FA326,2013-06-07,"Baker, LA",United States,303435N,0091813W,BTR,"BATON ROUGE METROPOLITAN, RYAN",Fatal,Destroyed,Airplane,N510LD,hawker,B200GT,No,2.0,Turbo Prop,091,,Personal,Osage Air LLC,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilots failure to maintain adequate airspeed during departure, which resulted in an aerodynamic stall and subsequent impact with terrain. Contributing to the accident was the pilots lack of specific knowledge of the airplanes avionics.
",25-09-2020,1.0
70501,20130614X14844,Accident,DCA13CA106,2013-06-13,"Nashville, TN",United States,036717N,0864025W,KBNA,Nashville International,Non-Fatal,Substantial,Airplane,N995DL,mcdonnell,MD-88,No,2.0,Turbo Fan,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,156.0,VMC,Unknown,The flight crews failure to maintain clearance from the light pole while taxiing.,25-09-2020,0.0
70520,20130621X64655,Accident,CEN13LA366,2013-06-18,"Cincinnati, OH",United States,039612N,0084257W,KLUK,Cincinnati Municipal Airport,Non-Fatal,Substantial,Airplane,N112EM,israel,1124,No,2.0,Turbo Fan,091,,Instructional,E MICAH AVIATION INC,0.0,0.0,0.0,3.0,VMC,Unknown,"Loss of control due to insufficient airspeed on takeoff and premature landing gear retraction, which resulted in the collapse of the left landing gear as the airplane impacted the runway.",25-09-2020,0.0
70531,20130620X71043,Incident,ERA13IA294,2013-06-20,"Jamestown, NY",United States,042853N,0079155W,JHW,Chataqua County / Jamestown,Non-Fatal,Minor,Airplane,N500AG,iai,GULFSTREAM200,No,2.0,Turbo Fan,091,,Instructional,Taughannock Aviation,0.0,0.0,0.0,5.0,VMC,Unknown,"The pilots failure to effectively use the airplane's primary (brakes), secondary (thrust reversers), and emergency braking systems to decelerate the airplane, which resulted in a runway excursion. Contributing to the accident was the pilots failure to conduct a go-around maneuver upon recognizing that the airplane had excessive airspeed while on final approach to the runway.",25-09-2020,0.0
70532,20130620X94258,Accident,ERA13FA295,2013-06-20,"McClellanville, SC",United States,033343N,0793125W,,,Fatal,Destroyed,Airplane,N727JA,rockwell,690B,No,2.0,Turbo Prop,091,,Instructional,Patrick L. Eudy,2.0,0.0,0.0,0.0,VMC,Unknown,"
The pilots loss of airplane control during high-altitude maneuvering and his subsequent failure to recover airplane control. Contributing to the accident was the flight instructors inadequate supervision of the pilot and his failure to perform remedial action.",25-09-2020,2.0
70559,20130626X21452,Accident,CEN13CA373,2013-06-26,"Wheeling, IL",United States,042652N,0087545W,KPWK,Chicago Executive Airport,Non-Fatal,Substantial,Airplane,N92JR,beech,200,No,2.0,Turbo Prop,091,,Positioning,TENNAIR LLC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's improper fuel planning and management, which resulted in a loss of engine power due to fuel exhaustion.",25-09-2020,0.0
