,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
71002,20130921X71327,Accident,WPR13FA417,2013-09-21,"Cordes Lakes, AZ",United States,342343N,0112249W,,,Fatal,Destroyed,Helicopter,N22490,bell,UH-1V,No,1.0,Turbo Shaft,091,,Personal,,2.0,0.0,0.0,0.0,VMC,Unknown,"The pilot's improper maintenance on the helicopters main rotor blade pitch control system, which resulted in an in-flight loss of main rotor blade pitch control, mast bumping, and mast failure.",25-09-2020,2.0
71021,20130925X93321,Accident,WPR13CA424,2013-09-25,"Flagstaff, AZ",United States,035226N,1115121W,,,Non-Fatal,Substantial,Helicopter,N190SH,robinson,R44 - II,No,1.0,Reciprocating,135,NSCH,,Atherton Aviation LLC,0.0,3.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain rotor rpm while landing in a gusty wind at a high density altitude.,25-09-2020,3.0
71026,20130928X12809,Accident,ERA13LA433,2013-09-27,"Bloomsburg, PA",United States,405929N,0076280W,,,Fatal,Minor,Helicopter,N631DP,enstrom,F-28C,No,1.0,Reciprocating,091,,Other Work Use,HERITAGE ROTORS LLC,0.0,0.0,0.0,1.0,VMC,Unknown,"The relieved pilots failure to maintain clearance from the rotating main rotor blades after he exited the helicopter.
",25-09-2020,0.0
71030,20130929X51316,Accident,WPR13LA429,2013-09-29,"Santa Maria, CA",United States,034582N,1203240W,,,Non-Fatal,Substantial,Helicopter,N38113,texas,OH-13E/M74,No,1.0,Reciprocating,137,,Aerial Application,R&S CROP DUSTERS INC,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's inadequate monitoring of the environment and failure to maintain clearance from transmission wires during a low-altitude maneuver. ",25-09-2020,1.0
71036,20131023X44056,Accident,ERA13LA437,2013-09-29,"Felda, FL",United States,263121N,0813330W,,,Non-Fatal,Destroyed,Helicopter,UNREG,innovator,MOSQUITO XEL,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilots loss of helicopter control while hovering for reasons that could not be determined during postaccident examination of the helicopter, which was limited due to postcrash fire damage.",25-09-2020,1.0
71045,20131024X92502,Accident,CEN14CA017,2013-10-02,"Chicago, IL",United States,041326N,0873146W,IGQ,LANSING MUNI,Non-Fatal,Substantial,Helicopter,N554SA,robinson,R22 - BETA,No,1.0,Unknown,091,,Instructional,Sun Aero Helicopters INC,0.0,0.0,0.0,2.0,VMC,Unknown,The flight instructor's failure to take remedial action in a timely manner.,25-09-2020,0.0
71051,20131005X23059,Accident,WPR14CA006,2013-10-05,"Nampa, ID",United States,433438N,1163657W,,,Non-Fatal,Substantial,Helicopter,N104BJ,siemens,ROTORWAY EXEC 162F,Yes,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,Unknown,A flight control malfunction during cruise flight for reasons that could not be determined. No follow-up examination was conducted due to a lapse in agency funding and subsequent government shutdown.,25-09-2020,1.0
71057,20131007X44153,Accident,WPR14LA008,2013-10-06,"Paducah, TX",United States,335622N,0100420W,,,Fatal,Substantial,Helicopter,N530KF,mcdonnell,369,No,1.0,Turbo Shaft,133,,External Load,Rogers Aviation,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilots failure to maintain clearance from a power transmission line tower while maneuvering to pick up a rope in gusting wind conditions.",25-09-2020,1.0
71063,20131009X50051,Accident,CEN14FA004,2013-10-09,"Venice, LA,",United States,029330N,0088420W,,,Fatal,Substantial,Helicopter,N54LP,bell,206L 3,No,1.0,Turbo Shaft,135,NSCH,,PANTHER HELICOPTERS INC,1.0,0.0,3.0,0.0,VMC,Unknown,"A total loss of engine power due to the liberation of a second stage turbine blade near the blade root due to a high-cycle fatigue crack and subsequent overload. Although extensive testing and materials analysis was performed, the reason for crack initiation could not be determined.
",25-09-2020,4.0
71071,20131016X31510,Accident,WPR14LA014,2013-10-11,"Seeley, CA",United States,032427N,1154622W,,,Non-Fatal,Destroyed,Helicopter,N206KK,bell,206L 1,No,1.0,Turbo Shaft,091,,Aerial Observation,BLACKHAWK HELICOPTERS INC,0.0,0.0,0.0,3.0,VMC,Unknown,"The total loss of engine power due to the failure of the No. 4 bearing. ",25-09-2020,0.0
71092,20131018X12721,Accident,WPR14CA019,2013-10-18,"Sedro Woolley, WA",United States,483524N,1221523W,,,Non-Fatal,Substantial,Helicopter,N414CC,robinson,R44 - II,No,1.0,Reciprocating,091,,Business,Kurt Mayhall,0.0,0.0,0.0,2.0,IMC,Unknown,"The non-instrument rated pilot's inadvertent encounter with instrument meteorological conditions during initial climb and his improper decision to continue flight, which resulted in an in-flight impact with a tree and an emergency descent that resulted in a roll over on landing.",25-09-2020,0.0
71106,20131021X95422,Accident,ERA14CA009,2013-10-20,"Madison, MS",United States,323414N,0090931W,,,Non-Fatal,Substantial,Helicopter,N911ES,eurocopter,AS 350 B2,No,1.0,Turbo Shaft,135,NSCH,,METRO AVIATION INC,0.0,3.0,0.0,0.0,VMC,Unknown,The helicopter's collision with a black vulture during climb to cruise altitude.,25-09-2020,3.0
71118,20131022X92949,Accident,ERA14FA010,2013-10-22,"Somerville, TN",United States,351348N,0892249W,,,Fatal,Destroyed,Helicopter,N353HW,eurocopter,AS 350 B3,No,1.0,Turbo Shaft,091,,Positioning,MEMPHIS MEDICAL CENTER DBA,3.0,0.0,0.0,0.0,Unk,Unknown,"The pilots inadvertent encounter with night, instrument meteorological conditions while responding to an obstacle alert, resulting in an in-flight loss of helicopter control.",25-09-2020,3.0
71123,20131028X24638,Accident,CEN14LA022,2013-10-23,"Omaha, TX",United States,331011N,0944424W,,,Non-Fatal,Substantial,Helicopter,N911CC,bell,OH-58C,No,1.0,Turbo Shaft,137,,Aerial Application,Individual,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots failure to assess and compensate for the landing surface, which included high grass and loose dirt.",25-09-2020,0.0
71131,20131028X93430,Accident,CEN14TA020,2013-10-26,"Jefferson City, MO",United States,383528N,0092922W,JEF,Jefferson City Memorial,Non-Fatal,Substantial,Helicopter,N283MP,bell,OH-58A,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - State,Missouri State Highway Patrol,0.0,1.0,0.0,1.0,VMC,Unknown,The loss of engine power for reasons that could not be determined because postaccident examinations of the engine did not reveal any anomalies that would have precluded normal operation.,25-09-2020,1.0
71139,20131113X11809,Accident,WPR14CA052,2013-10-28,"Milo, OR",United States,425713N,0123858W,,,Non-Fatal,Substantial,Helicopter,N16673,bell,206B,No,1.0,Turbo Shaft,091,,Aerial Observation,Timberland Helicopters,0.0,0.0,3.0,0.0,VMC,Unknown,"The pilot's failure to see and avoid wires while maneuvering at a low-altitude, which resulted in the main rotor blades striking the wires.",25-09-2020,3.0
71144,20131030X22505,Accident,WPR14LA038,2013-10-30,"Kailua Kona, HI",United States,194342N,0156238W,KOA,Kona International Arpt,Non-Fatal,Substantial,Helicopter,N985EW,eurocopter,AS 350,No,1.0,Turbo Shaft,091,,Instructional,Air Medical Resource Group,0.0,1.0,0.0,1.0,VMC,Unknown,"The pilot receiving instructions failure to maintain main rotor rpm while practicing manual throttle control and the flight instructors delayed remedial action, which resulted in a hard landing.",25-09-2020,1.0
71152,20131102X13104,Accident,WPR14CA041,2013-11-02,"Superior, MT",United States,047190N,0115290W,,,Non-Fatal,Substantial,Helicopter,N888DR,bell,206B,No,1.0,Turbo Shaft,133,,Business,MONTANA AERO INC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain aircraft control while maneuvering during a long-line operation.,25-09-2020,0.0
71166,20131112X12840,Accident,CEN14LA048,2013-11-09,"Shreveport, LA",United States,323211N,0944536W,,,Non-Fatal,Substantial,Helicopter,N911KB,eurocopter,EC135P1,No,1.0,Turbo Shaft,091,,Flight Test,METRO AVIATION INC,0.0,3.0,0.0,0.0,VMC,Unknown,"The mechanic's improper installation of the antitorque pedals, which resulted in an in-flight loss of helicopter control.",25-09-2020,3.0
71195,20131122X45906,Accident,ERA14WA047,2013-11-20,"Rio de Janeiro, Brazil",Brazil,225920N,0044150W,SIWS,Hotel Portebello Heliport,Fatal,Substantial,Helicopter,PR-MXM,robinson,R66,No,1.0,Reciprocating,NUSN,,Business,,1.0,0.0,0.0,0.0,,Unknown,<br /><br />,03-11-2020,1.0
71211,20131130X30448,Accident,ERA14CA055,2013-11-28,"Tunica, MS",United States,344052N,0902046W,UTA,Tunica Municipal Airport,Non-Fatal,Substantial,Helicopter,N44DQ,robinson,R44 II,No,1.0,Reciprocating,091,,Instructional,Upper Limit Aviation,0.0,0.0,0.0,2.0,VMC,Unknown,"The student pilot's failure to maintain control of the helicopter during the attempted takeoff, and the flight instructor's inadequate supervision of the student pilot.",25-09-2020,0.0
71230,20131210X71003,Accident,CEN14CA082,2013-12-05,"Port Fourchon, LA",United States,295547N,0902114W,LS97,MYU,Non-Fatal,Substantial,Helicopter,N707MY,sikorsky,S 76B,No,2.0,Turbo Shaft,135,NSCH,,MAYEUX'S FLYING SERVICE INC,0.0,0.0,0.0,10.0,VMC,Unknown,The pilot's loss of control of the helicopter when it entered a settling with power condition during sudden gusty wind conditions on takeoff resulting in the helicopter subsequently impacting terrain.,25-09-2020,0.0
71231,20131206X95526,Accident,ERA14FA066,2013-12-06,"Sebring, FL",United States,272748N,0081220W,SEF,Sebring Regional Airport,Fatal,Destroyed,Helicopter,N1001N,texas,M74L,No,1.0,Reciprocating,091,,Positioning,"Spray Copter, LLC",1.0,0.0,0.0,0.0,VMC,Unknown,"A partial loss of engine power as a result of contamination of the engines fuel supply, and the pilots impaired performance due to his use of diphenhydramine, which resulted in his inability to complete a forced or precautionary autorotative landing successfully.",25-09-2020,1.0
71238,20131209X91951,Accident,WPR14LA062,2013-12-09,"Chowchilla, CA",United States,037553N,0120639W,,,Non-Fatal,Substantial,Helicopter,N36MV,hiller,UH 12E,No,1.0,Reciprocating,091,,Other Work Use,JEFF STREETER MOTOR SPORTS INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The failure of the torsional drive coupling, which resulted in a loss of drive to the main rotor system during low-altitude flight.",25-09-2020,0.0
71260,20131223X13312,Accident,CEN14WA093,2013-12-20,"Bordeaux, France",France,445610N,0002055E,,,Fatal,Destroyed,Helicopter,F-GPJG,robinson,R 44,No,1.0,Unknown,NUSN,,Unknown,HELI-COGNAC SARL,4.0,0.0,0.0,0.0,VMC,Unknown,<br /><br />,03-11-2020,4.0
71272,20131228X54127,Accident,ERA14CA080,2013-12-28,"White Plains, NY",United States,004141N,0734227W,HPN,WESTCHESTER COUNTY,Non-Fatal,Substantial,Helicopter,N2056J,schweizer,269C,No,1.0,Reciprocating,091,,Instructional,WINGS AIR LLC,0.0,1.0,0.0,1.0,VMC,Unknown,"The flight instructor's failure to maintain airspeed during a practice autorotation, which resulted in a hard landing and subsequent loss of control",25-09-2020,1.0
71280,20140103X30432,Accident,CEN14CA098,2014-01-02,"Temple, TX",United States,003197N,0972428W,TPL,DRAUGHON-MILLER CENTRAL TEXAS,Non-Fatal,Substantial,Helicopter,N400XL,bell,206B,No,1.0,Turbo Shaft,091,,Positioning,ENGEMANN AVIATION SERVICE LLC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's loss of control while landing on a mobile helipad.,25-09-2020,0.0
71293,20140106X31044,Accident,CEN14LA103,2014-01-05,"West Delta 109,",United States,291613N,0089212W,None,West Delta 109,Non-Fatal,Substantial,Helicopter,N430CT,bell,430,No,2.0,Turbo Shaft,091,,Business,CHEVRON U S A INC,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots failure to maintain tail rotor clearance from a handrail on a crane davit on an oil platform during landing.",25-09-2020,0.0
71299,20140109X81812,Accident,CEN14CA108,2014-01-09,"Beaumont, TX",United States,030428N,0094137W,BMT,BEAUMONT MUNI,Non-Fatal,Substantial,Helicopter,N994HV,robinson,R22 BETA,No,1.0,Reciprocating,091,,Instructional,HERITAGE HELICOPTER SERVICES LLC,0.0,0.0,0.0,2.0,VMC,Unknown,The student pilot not controlling the helicopter following a wind gust and the flight instructor's inadequate remedial action resulting in the helicopter rolling over on its side during a landing.,25-09-2020,0.0
71304,20140110X63030,Accident,CEN14GA109,2014-01-10,"Encino, TX",United States,027213N,0098107W,,,Non-Fatal,Substantial,Helicopter,N3948A,american,AS350B3,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Federal,US Customs and Border Protection,0.0,2.0,1.0,0.0,VMC,Unknown,"The pilots failure to maintain directional control while maneuvering, which resulted in a loss of tail rotor effectiveness. Contributing to the accident were the pilots limited experience in the operating environment and lack of formal mission training. ",25-09-2020,3.0
71316,20140119X64330,Accident,ERA14TA096,2014-01-18,"Houlton, ME",United States,046729N,0674732W,HUL,HOULTON INTL,Non-Fatal,Substantial,Helicopter,N578AE,eurocopter,AS350B3,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Federal,U.S. Customs & Border Protection,0.0,0.0,0.0,2.0,VMC,Unknown,"An engine compartment explosion during takeoff; the origin of the explosion could not be determined during postaccident examination due to extensive fire damage.
",25-09-2020,0.0
71320,20140121X14119,Accident,WPR14CA101,2014-01-21,"Showlow, AZ",United States,341552N,0110028W,SOW,SHOW LOW RGNL,Non-Fatal,Substantial,Helicopter,N51683,enstrom,280C,No,1.0,Reciprocating,091,,Personal,Jeffery A. Steele,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's failure to maintain main rotor RPM during the takeoff run in a high density altitude environment, which resulted in a loss of aircraft control and collision with terrain.",25-09-2020,0.0
71321,20140121X71107,Accident,ERA14LA099,2014-01-21,"Pell City, AL",United States,333355N,0861812W,None,Grass Covered Clearing,Non-Fatal,Substantial,Helicopter,N93067,bell,47D1,No,1.0,Reciprocating,091,,Business,MILAM INC,0.0,2.0,0.0,0.0,VMC,Unknown,"The pilots use of an improper clutch engagement procedure, which resulted in clutch glazing, slippage, and, ultimately, the in-flight disengagement of the clutch and a loss of rotor rpm. Contributing to the accident were the installation of a light-weight clutch assembly and a higher horsepower engine, both of which increased the tendency for clutch slippage, and inadequate inspection of the clutch assembly. ",25-09-2020,2.0
71323,20140123X44348,Accident,ERA14LA101,2014-01-21,"Titusville, FL",United States,283157N,0080546W,TIX,Space Coast Regional,Non-Fatal,Substantial,Helicopter,N2110J,schweizer,269C 1,No,1.0,Reciprocating,091,,Instructional,"BRISTOW ACADEMY, INC.",0.0,0.0,0.0,2.0,VMC,Unknown,"The flight instructors inadvertent side-loading of the left skid while demonstrating a running landing, which resulted in a bending overstress fracture of the left skid tube and a subsequent roll-over.",25-09-2020,0.0
71327,20140124X93650,Accident,ERA14CA102,2014-01-23,"West Palm Beach, FL",United States,265045N,0801320W,F45,NORTH PALM BEACH COUNTY GENERA,Non-Fatal,Substantial,Helicopter,N72AP,robinson,R22 BETA,No,1.0,Reciprocating,091,,Instructional,Ocean Helicopters,0.0,0.0,0.0,2.0,VMC,Unknown,"The certificated flight instructor's failure to maintain helicopter control during a run-on landing, resulting in a rollover and ground collision.",25-09-2020,0.0
71340,20140127X44720,Accident,CEN14FA122,2014-01-27,"Silt, CO",United States,393117N,1073939W,,,Fatal,Destroyed,Helicopter,N207DS,bell,206L 3,No,1.0,Turbo Shaft,135,NSCH,,DELTA BRAVO SIERRA INC,3.0,0.0,0.0,0.0,VMC,Unknown,"The pilots inadequate preflight planning for a low-level aerial surveillance flight of power transmission lines, which led to his being unaware of the crossing power line while flying toward the sun and his subsequent failure to maintain sufficient clearance from the wire.",25-09-2020,3.0
71348,20140130X85753,Accident,ERA14LA108,2014-01-29,"Memphis, TN",United States,035122N,0090314W,M01,GENERAL DEWITT SPAIN,Non-Fatal,Substantial,Helicopter,N24RB,enstrom,F 28A,No,1.0,Reciprocating,091,,Instructional,HELICOPTERS INC,0.0,0.0,0.0,2.0,VMC,Unknown,"A skid tube clamp weld failure due to high residual stress, which resulted in a skid collapse during landing. Contributing to the accident was the airplane manufacturers lack of adequate guidance for periodically inspecting the skid tube clamp.
",25-09-2020,0.0
71355,20140205X83537,Accident,ERA14TA113,2014-02-03,"Naples, FL",United States,002698N,0814638W,APF,Naples Municipal Airport,Non-Fatal,Substantial,Helicopter,N8618F,hughes,369,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Local,COLLIER MOSQUITO CONTROL DISTRICT,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's inadequate flare during the termination of a practice 180-degree autorotation and the flight instructor's delayed remedial action, which resulted in the tail rotor contacting the ground.",25-09-2020,0.0
71360,20140207X31159,Accident,WPR14LA113,2014-02-05,"Bountiful, UT",United States,405240N,1114918W,,,Non-Fatal,Substantial,Helicopter,N3211N,bell,206,No,1.0,Turbo Shaft,091,,Instructional,Upper Limit Aviation,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots' inaccurate assessment of the snow depth on the landing zone, which resulted in a landing on snow deeper than that for which the helicopter was equipped and led to dynamic rollover.",25-09-2020,0.0
71364,20140208X05221,Accident,ERA14FA115,2014-02-09,"Panacea, FL",United States,295922N,0842328W,2J0,WAKULLA COUNTY,Fatal,Substantial,Helicopter,N571AC,robinson,R44 II,No,1.0,Reciprocating,091,,Personal,"Tallahassee Helicopters, Inc.",2.0,0.0,1.0,0.0,VMC,Unknown,"The pilots failure to maintain adequate clearance from trees during a takeoff at night. Contributing to the accident was the pilots lack of recent night flight experience. ",25-09-2020,3.0
71369,20140307X74837,Accident,ERA14CA143,2014-02-10,"Orlando, FL",United States,282247N,0812845W,7FA5,Premium Heliport,Non-Fatal,Substantial,Helicopter,N7040U,robinson,R44,No,1.0,Reciprocating,091,,Other Work Use,Air Force LLC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's inadequate preflight inspection in which he failed to remove the tail rotor covers, which resulted in the failure of the tail rotor drive shaft during engine start.",25-09-2020,0.0
71378,20140218X50005,Accident,CEN14CA142,2014-02-14,"Bonham, TX",United States,334919N,0009679W,,,Non-Fatal,Substantial,Helicopter,N494SH,robinson,R44 II,No,1.0,Reciprocating,091,,Aerial Observation,GoCopter,0.0,0.0,0.0,3.0,VMC,Unknown,The pilot's inadequate recovery from a loss of tail rotor effectiveness during a low altitude downwind hover in a gusty wind condition resulting in the helicopter contacting the ground and rolling over.,25-09-2020,0.0
71390,20140219X21808,Accident,WPR14CA115,2014-02-18,"Greenfield, CA",United States,361651N,0121101W,KIC,KING CITY,Non-Fatal,Substantial,Helicopter,N715BH,bell,47G 5A,No,1.0,Reciprocating,137,,Aerial Application,WILBUR-ELLIS CO,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain clearance from a power pole during low-altitude maneuvering flight.,25-09-2020,0.0
71392,20140224X45611,Accident,ERA14WA132,2014-02-18,"Rio de Janeiro, Brazil",Brazil,023440S,0433312W,,,Fatal,Destroyed,Helicopter,PT-YFV,robinson,R22 - BETA,No,1.0,Reciprocating,NUSN,,Instructional,Nacional Escola de Pilotagem Ltda,2.0,0.0,0.0,0.0,,Unknown,<br /><br />,03-11-2020,2.0
71405,20140226X25206,Accident,CEN14LA149,2014-02-24,"Presidio, TX",United States,293813N,0103594W,,,Non-Fatal,Substantial,Helicopter,N360AH,robinson,R44 II,No,1.0,Reciprocating,091,,Personal,"James L. Donnell, Jr",0.0,0.0,1.0,2.0,VMC,Unknown,"The pilots failure to maintain sufficient rotor rpm when transitioning the helicopter from a hover to forward flight, which resulted in a loss of helicopter control.",25-09-2020,1.0
71458,20140318X21532,Accident,WPR14FA137,2014-03-18,"Seattle, WA",United States,473713N,1222055W,WN16,KOMO TV Heliport,Fatal,Destroyed,Helicopter,N250FB,eurocopter,AS 350 B2,No,1.0,Turbo Shaft,091,,Positioning,HELICOPTERS INC,2.0,0.0,0.0,0.0,VMC,Unknown,"The loss of helicopter control due to a loss of hydraulic boost to the tail rotor pedal controls at takeoff, followed by a loss of hydraulic boost to the main rotor controls after takeoff. The reason for the loss of hydraulic boost to the main and tail rotor controls could not be determined because of fire damage to hydraulic system components and the lack of a flight recording device.",25-09-2020,2.0
71488,20140414X95907,Accident,ERA14WA196,2014-03-23,"Ribeirao Preto, Brazil",Brazil,211550S,0474827W,SSUE,Alem Paraiba,Fatal,Substantial,Helicopter,PP-SSP,robinson,R22 - BETA,No,1.0,Reciprocating,NUSN,,Personal,ACES HIGH ESC. TOP DE AVIACAO CIVIL LTDA,2.0,0.0,0.0,0.0,Unk,Unknown,<br /><br />,03-11-2020,2.0
71489,20140415X42203,Accident,CEN14LA197,2014-03-23,"Menard, TX",United States,305437N,0994650W,PVT,Private,Non-Fatal,Substantial,Helicopter,N44MD,robinson,R44 - II,No,1.0,Reciprocating,091,,Personal,Pilot,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots inadequate recovery from a practice autorotation, which resulted in an improper touchdown attitude and collision with terrain.",25-09-2020,0.0
71495,20140327X35539,Accident,WPR14TA149,2014-03-27,"Tehachapi, CA",United States,035638N,1182021W,TSP,TEHACHAPI MUNI,Non-Fatal,Substantial,Helicopter,N497E,bell,OH-58A,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Local,KERN COUNTY SHERIFFS DEPARTMENT,0.0,0.0,0.0,3.0,IMC,Unknown,"The pilot's decision to attempt a mission at night with known en route weather conditions below operating minimums, likely due to self-induced pressure, and then continue flight beyond the alternate landing airport as weather conditions deteriorated, which resulted in the pilot experiencing spatial disorientation. Contributing to the accident were the pilot's fatigue, his failure to recognize that mist had formed on the inner surface of the windshield, his complacency due to the effectiveness of the night vision goggles, and his failure to use the radar altimeter.",25-09-2020,0.0
71504,20140331X41332,Accident,CEN14LA174,2014-03-30,"Oglesby, TX",United States,311841N,0972140W,,,Non-Fatal,Substantial,Helicopter,N147WT,bell,47G 3B,No,1.0,Reciprocating,091,,Aerial Observation,LAZY 7 AGRICULTURAL SERVICES LLC,0.0,0.0,0.0,2.0,VMC,Unknown,"Maintenance personnels failure to safety wire the throttle control adapter per maintenance instructions when the carburetor was replaced and to detect that the adapter was not safety wired during the annual inspection, which resulted in the throttle control disconnecting and subsequent loss of engine control.",25-09-2020,0.0
71513,20140408X11935,Accident,WPR14LA159,2014-04-04,"Missoula, MT",United States,465459N,0114526W,KMSO,Missoula International,Non-Fatal,Substantial,Helicopter,N43MA,bell,206B III,No,1.0,Turbo Shaft,091,,Other Work Use,MINUTEMAN AVIATION INC,0.0,2.0,0.0,0.0,VMC,Unknown,"A dynamic rollover during attempted liftoff.",25-09-2020,2.0
71518,20140408X81146,Accident,WPR14LA160,2014-04-05,"Astoria, OR",United States,046636N,0124636W,,,Non-Fatal,Unknown,Helicopter,N361CR,agustawestland,AW109SP,No,2.0,Turbo Shaft,133,,Other Work Use,Brim Aviation,0.0,0.0,1.0,3.0,VMC,Unknown,"The decision by the ship pilot and the helicopter crew to lower the ship pilot to a location on the ship that did not provide the helicopter pilot with an adequate view of the ship. Contributing to the accident was the inadequate pre-mission coordination between the ship, the ship pilot agency, and the helicopter operator.
",25-09-2020,1.0
71522,20140407X83620,Accident,WPR14FA158,2014-04-06,"Green River, UT",United States,391843N,0110425W,,,Fatal,Substantial,Helicopter,N13HG,robinson,R22 BETA,No,1.0,Reciprocating,091,,Personal,ROTORTRENDS INC,2.0,0.0,0.0,0.0,VMC,Unknown,"A loss of engine power due to fuel contamination while maneuvering at a low altitude and the pilot's inadequate preflight inspection, which failed to detect the contamination.

 
",25-09-2020,2.0
71532,20140409X31907,Accident,CEN14FA193,2014-04-09,"Albuquerque, NM",United States,035516N,0106377W,NM11,New Mexico Heliport,Non-Fatal,Substantial,Helicopter,N395P,airbus,AS350 B3E,No,1.0,Turbo Shaft,091,,Positioning,"PHI Air Medical, LLC",0.0,3.0,0.0,0.0,VMC,Unknown,"The pilot's loss of yaw control during takeoff due to the absence of hydraulic boost to the tail rotor pedals for reasons that could not be determined based on the available information.  A finding in the accident was the lack of a caution indicator to alert the pilot of the lower hydraulic system configuration.

 
",25-09-2020,3.0
71546,20140414X14114,Accident,WPR14FA167,2014-04-13,"Reno, NV",United States,039405N,0119523W,RTS,RENO/STEAD,Fatal,Substantial,Helicopter,N78CS,sands,HELICYCLE,Yes,1.0,Turbo Shaft,091,,Personal,,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilots failure to maintain control of the helicopter while in the traffic pattern. ",25-09-2020,1.0
71555,20140619X75837,Accident,WPR14LA253,2014-04-18,"Santa Monica, CA",United States,034058N,0118275W,SMO,SANTA MONICA MUNI,Non-Fatal,Substantial,Helicopter,N522GS,mcdonnell,500N,No,1.0,Turbo Shaft,091,,Personal,V & A AVIATION LLC,0.0,0.0,0.0,4.0,VMC,Unknown,"The fracture of the right aft landing gear strut due to undetected fatigue cracking in an inboard rivet hole.",25-09-2020,0.0
71576,20140505X21451,Accident,CEN14LA228,2014-04-24,"Richwood, OH",United States,040259N,0831722W,,,Non-Fatal,Substantial,Helicopter,N43691,brecher,EXEC,Yes,1.0,Reciprocating,091,,Instructional,Pilot,0.0,0.0,2.0,0.0,VMC,Unknown,"The flight instructors inadequate autorotation, which resulted in a hard landing and postcrash fire. Contributing was the flight instructors lack of experience in performing an autorotation in the accident make and model of helicopter.",25-09-2020,2.0
71578,20140428X55049,Accident,CEN14LA222,2014-04-25,"Cleburne, TX",United States,322113N,0097262W,CPT,CLEBURNE RGNL,Non-Fatal,Substantial,Helicopter,N90636,hughes,269A,No,1.0,Reciprocating,091,,Instructional,,0.0,2.0,0.0,0.0,VMC,Unknown,The student pilot's failure to maintain tail rotor clearance from terrain while transitioning to a hover taxi and the instructor pilot's inadequate remedial action to prevent the impending tail rotor contact.,25-09-2020,2.0
71579,20140428X65725,Accident,CEN14CA223,2014-04-25,"Liberty, MO",United States,391734N,0942632W,0N0,ROOSTERVILLE,Non-Fatal,Substantial,Helicopter,N32VB,robinson,R44 II,No,1.0,Reciprocating,091,,Personal,EID-CO,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to maintain directional control while operating in gusty wind conditions at a low altitude.,25-09-2020,0.0
71586,20140427X71558,Accident,WPR14LA173,2014-04-27,"Adelanto, CA",United States,345254N,1172612W,52CL,Adelanto,Non-Fatal,Substantial,Helicopter,N606BP,mcdonnell,600N,No,1.0,Turbo Shaft,091,,Personal,,0.0,2.0,1.0,0.0,VMC,Unknown,"The commercial pilots improper control inputs, which resulted in a loss of helicopter control during takeoff.",25-09-2020,3.0
71597,20140429X35951,Accident,WPR14GA176,2014-04-29,"Bullfrog, UT",United States,373358N,0110570W,KU07,Bullfrog Basin Airport,Non-Fatal,Substantial,Helicopter,N37929,hughes,OH 6,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - Federal,USDA APHIS WS ATOC,0.0,0.0,2.0,0.0,VMC,Unknown,"A loss of engine power while the helicopter was hovering for reasons that could not be determined because postaccident examination of the engine and rotor drive system revealed no evidence of a mechanical malfunction or failure that would have precluded normal operation.",25-09-2020,2.0
71606,20140501X55649,Accident,ERA14CA216,2014-05-01,"Lumberton, NJ",United States,395620N,0745027W,VAY,SOUTH JERSEY RGNL,Non-Fatal,Substantial,Helicopter,N119HF,agusta,AW119 MKII,No,2.0,Turbo Shaft,091,,Instructional,AGUSTAWESTLAND PHILADELPHIA CORP,0.0,0.0,0.0,2.0,VMC,Unknown,The flightcrew's improper recovery from a simulated engine failure after takeoff. Contributing to the accident was the flight instructor's failure to clarify who had control of the helicopter.,25-09-2020,0.0
