,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
72597,20120913X10433,Incident,DCA12WA144,2012-09-09,"Melbourne, Australia",Australia,,,,,,Unknown,Airplane,N409MC,boeing,747-47UF,No,4.0,Turbo Jet,121,NSCH,,ATLAS AIR INC,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
72626,20120915X93442,Accident,DCA12WA146,2012-09-14,"Sao Paulo, Brazil",Brazil,,,,,Non-Fatal,Substantial,Airplane,N173DZ,boeing,767-332,No,2.0,Turbo Fan,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,220.0,,Unknown,,03-11-2020,0.0
72639,20120920X50809,Accident,WPR12LA428,2012-09-16,"Ellensburg, WA",United States,047135N,1203130W,ELN,Bowers Field Airport,Non-Fatal,Substantial,Airplane,N57112,rockwell,690A,No,2.0,Turbo Prop,091,,Aerial Observation,Courtney Aviation,0.0,1.0,0.0,2.0,VMC,Unknown,"The pilots failure to avoid a turbulent smoke column, which resulted in an overstress failure of the left aileron control rod.",25-09-2020,1.0
72646,20120918X34514,Accident,ERA12FA567,2012-09-18,"Macon, GA",United States,324929N,0833419W,MAC,Macon Downtown Airport,Non-Fatal,Substantial,Airplane,N428JD,beech,400,No,2.0,Turbo Fan,091,,Executive/corporate,DEWBERRY AIR LLC,0.0,2.0,0.0,1.0,VMC,Unknown,"The pilots failure to maintain proper airspeed, which resulted in the airplane touching down too fast on the wet runway with inadequate runway remaining to stop and a subsequent runway overrun. Contributing to the landing overrun were the flight crewmembers failure to correctly use the appropriate performance chart to calculate the runway required to stop on a contaminated runway and their general lack of proper crew resource management. ",25-09-2020,2.0
72649,20120924X32520,Accident,DCA12CA149,2012-09-18,"Sophia, NC",United States,003500N,0007900W,KCLT,Charlotte-Douglas,Non-Fatal,Unknown,Airplane,N273AY,airbus,A330-323,No,2.0,Turbo Fan,121,SCHD,,US AIRWAYS INC,0.0,0.0,1.0,158.0,VMC,Unknown,an encounter with moderate turbulence while the flight attendant was securing the cabin for arrival.,25-09-2020,1.0
72662,20121024X00335,Accident,ERA12CA592,2012-09-20,"New Haven, CT",United States,411529N,0725312W,HVN,Tweed-New Haven Airport,Non-Fatal,Substantial,Airplane,C-FEMT,learjet,36A,No,2.0,Turbo Fan,129,,,"Fox Flight, Inc.",0.0,0.0,0.0,5.0,VMC,Unknown,An inadvertent collision with a deer during the takeoff roll.,25-09-2020,0.0
72669,20121001X90443,Incident,CEN12IA662,2012-09-21,"Denver, CO",United States,395124N,1044028W,KDEN,Denver International,Non-Fatal,Unknown,Airplane,N125PS,canadair,CL-600 Challenger,No,2.0,Turbo Fan,135,NSCH,,Worldwide Jet Charter LLC,0.0,0.0,0.0,10.0,VMC,Unknown,"The internal failure of the galley heater mats thermostat, which resulted in an overheat condition.",25-09-2020,0.0
72670,20120921X31658,Accident,WPR12LA433,2012-09-22,"Firebaugh, CA",United States,364823N,1203720W,,,Non-Fatal,Substantial,Airplane,N4556S,air,AT-502,No,1.0,Turbo Prop,137,,Aerial Application,THIEL AIR CARE INC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots decision to continue the takeoff after the engine stopped producing its full-rated torque while operating in high-density altitude conditions and his subsequent failure to maintain clearance from the power transmission wires. ,25-09-2020,0.0
72689,20120927X52818,Accident,ERA12CA581,2012-09-26,"Statesboro, GA",United States,322858N,0814413W,TBR,Statesboro-Bulloch County,Non-Fatal,Substantial,Airplane,N127AR,cessna,208B,No,1.0,Turbo Prop,091,,Instructional,"DST, LLC",0.0,0.0,0.0,6.0,VMC,Unknown,"The pilots inadequate flare, which resulted in a hard landing.",25-09-2020,0.0
72695,20120928X62352,Incident,ERA12IA582,2012-09-28,"Teterboro, NJ",United States,040510N,0074323W,TEB,Teterboro Airport,Non-Fatal,Unknown,Airplane,N862PA,learjet,60,No,2.0,Turbo Fan,091,,Positioning,Delta Private Jets,0.0,0.0,0.0,2.0,IMC,Unknown,Failure of the nosewheel steering computer strut servo for reasons that could not be determined or replicated during postincident testing.,25-09-2020,0.0
72708,20121001X34716,Accident,ANC12GA114,2012-09-30,"Anchorage, AK",United States,611029N,1495819W,PALH,Lake Hood Seaplane Base,Non-Fatal,Substantial,Airplane,N745,quest,KODIAK 100,No,1.0,Turbo Prop,PUBU,,Public Aircraft,U.S. Fish and Wildlife Service,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's failure to maintain directional control while landing, which resulted in a collision with the water. Contributing to the accident were the pilot's lack of experience conducting waterborne operations in the accident make and model airplane and the public aircraft operators lack of training standardization.",25-09-2020,0.0
72719,20121213X31631,Accident,ERA13WA085,2012-10-02,"Naranjal, Spain",Spain,024013S,0793632W,,,Non-Fatal,Substantial,Airplane,HC-CFU,thrush,S2R-T34,No,1.0,Turbo Prop,NUSN,NSCH,Aerial Application,Sucre 112,0.0,0.0,0.0,1.0,VMC,Unknown,,03-11-2020,0.0
72731,20121005X05550,Accident,CEN13LA004,2012-10-05,"Milwaukee, WI",United States,425629N,0875329W,KMKE,General Mitchell International,Non-Fatal,Substantial,Airplane,N894AT,boeing,717-200,No,2.0,Turbo Fan,121,SCHD,,"Southwest Airlines, Inc.",0.0,0.0,0.0,108.0,VMC,Unknown,"An obstruction (a sleeve of cups) that lodged under the catering truck brake pedal, which prevented the driver from stopping the truck before it struck the parked airplane.",25-09-2020,0.0
72735,20121006X31929,Accident,CEN13FA006,2012-10-06,"Mabank, TX",United States,322839N,0096354W,,,Fatal,Destroyed,Airplane,N32GP,beech,A36,No,1.0,Turbo Prop,091,,Personal,PALM-L AVIATION LLC,4.0,0.0,0.0,0.0,IMC,Unknown,The pilot's loss of airplane control while maneuvering in instrument meteorological conditions.,25-09-2020,4.0
72751,20121012X41701,Incident,ENG13WA001,2012-10-09,"Lyon, France",France,,,LFLL,Lyon-Saint Exupery Airport,Non-Fatal,Unknown,Airplane,F-GOPE,beech,1900,No,2.0,Turbo Prop,,,,,0.0,0.0,0.0,8.0,,Unknown,,03-11-2020,0.0
72757,20121023X55801,Incident,ENG13RA002,2012-10-10,"Paris, France, France",France,,,CDG,Charles De Gaulle,,Unknown,Airplane,PT-MVE,airbus,A330,No,2.0,Turbo Fan,UNK,SCHD,,TAM Linhas Aereas,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
72789,20121018X62210,Accident,WPR13CA016,2012-10-17,"Las Vegas, NV",United States,036448N,0011598W,KLAS,Las Vegas,Non-Fatal,Unknown,Airplane,N625SW,boeing,737-3H4,No,2.0,Turbo Fan,121,SCHD,,Southwest Airlines,0.0,0.0,1.0,85.0,VMC,Unknown,"The flight attendant's encounter with an unseen obstruction in the aisle, which resulted in a fall.",25-09-2020,1.0
72792,20121022X22031,Accident,CEN13CA019,2012-10-17,"Portales, NM",United States,341018N,0103932W,,,Non-Fatal,Substantial,Airplane,N598LA,air,AT-502B,No,1.0,Turbo Prop,137,,Aerial Application,KING AG LEASING INC,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots failure to maintain clearance from power lines during an aerial application flight.,25-09-2020,0.0
72794,20121025X02835,Accident,DCA13CA008,2012-10-17,"Kabul, Afghanistan",Afghanistan,034340N,0069125E,OAKB,Kabul International Airport,Non-Fatal,Substantial,Airplane,N800AW,bombardier,DHC-8-315,No,2.0,Turbo Prop,PUBU,NSCH,Public Aircraft - Federal,US DEPARTMENT OF STATE,0.0,0.0,0.0,7.0,VMC,Unknown,the captains ineffective management of the airplanes energy state during final approach and flare that resulted in a hard landing and tail strike at touchdown.,25-09-2020,0.0
72803,20121023X02243,Incident,ERA13IA036,2012-10-19,"Nantucket, MA",United States,411511N,0070337W,ACK,Nantucket Memorial,Non-Fatal,Minor,Airplane,N576QS,cessna,560XL,No,2.0,Turbo Fan,135,NSCH,,"NetJets Aviation, Inc.",0.0,0.0,0.0,3.0,VMC,Unknown,"The incorrect installation of the left main gear aft trunnion pivot pin by maintenance personnel, which resulted in separation of the aft portion of the left main gear trunnion from the aft trunnion fitting and minor damage to the airplane.",25-09-2020,0.0
72807,20121021X45449,Accident,ERA13CA033,2012-10-20,"Newton, GA",United States,311938N,0843240W,,,Non-Fatal,Substantial,Airplane,N502PB,air,AT-502B,No,1.0,Turbo Prop,137,,Aerial Application,DOUBLE R FLIGHT SERVICE INC,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilots failure to maintain clearance from power lines while maneuvering, which resulted in a hard forced landing.",25-09-2020,0.0
72826,20121023X92656,Accident,CEN13LA023,2012-10-22,"Sturtevant, WI",United States,424212N,0875732W,C89,Sylvania Airport,Non-Fatal,Substantial,Airplane,N821DA,beech,B90,No,2.0,Turbo Prop,091,,Personal,Skydive Midwest,0.0,1.0,0.0,1.0,IMC,Unknown,"The pilot's decision to continue the landing after touching down long and on a wet runway that reduced the airplanes braking capability, which resulted in an overrun.",25-09-2020,1.0
72852,20121031X31551,Accident,CEN13FA038,2012-10-31,"Boyne City, MI",United States,451232N,0845924W,N98,Boyne City Municipal Airport,Non-Fatal,Substantial,Airplane,N401WS,piaggio,P180,No,2.0,Turbo Prop,091,,Positioning,"Flagship Private Air, LLC",0.0,0.0,0.0,2.0,IMC,Unknown,"The select/bypass valve's failure to seal correctly because of improper shimming, which resulted in an uncommanded and uncontrollable left turn during landing. Contributing to the accident was the overhaul facility's improper overhaul of the steering manifold.",25-09-2020,0.0
72862,20121104X00559,Accident,CEN13CA043,2012-11-03,"Georgetown, OH",United States,385233N,0835234W,GEO,Georgetown,Non-Fatal,Substantial,Airplane,N476XP,fairchild,PILATUS PC6/B1A-H2,No,1.0,Turbo Prop,091,,Positioning,Peter Morris Burgdorfer,0.0,1.0,0.0,0.0,VMC,Unknown,"The pilot's improper recovery from a bounced landing, which resulted in a loss of control.",25-09-2020,1.0
72874,20121106X01157,Accident,CEN13FA049,2012-11-06,"Wichita, KS",United States,373653N,0972652W,ICT,Wichita Mid-Continent Airport,Fatal,Substantial,Airplane,N793FE,cessna,208B,No,1.0,Turbo Prop,135,NSCH,,"Baron Aviation Services, Incorporated",1.0,0.0,0.0,0.0,VMC,Unknown,The total loss of engine power as a result of a fractured compressor turbine blade due to high-cycle fatigue.,25-09-2020,1.0
72879,20121107X21801,Incident,ENG13IA005,2012-11-07,"Atlanta, GA",United States,385734N,0765057W,,,Non-Fatal,Unknown,Airplane,N908DE,boeing,MD-88,No,2.0,Turbo Jet,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,147.0,Unk,Unknown,"
The  4th stage turbine blade separation that resulted in an uncontained release of low pressure turbine blade material was Delta Air Lines' repair process for the turbine blades' tip shrouds.  It was not possible to identify the part of the repair process that led to the premature wear of the blade's tip shoud and subsequent separation.",25-09-2020,0.0
72886,20121118X34829,Incident,CEN13IA059,2012-11-10,"Minneapolis, MN",United States,445233N,0931311W,MSP,Minneapolis St Paul Intl,Non-Fatal,Minor,Airplane,N619BA,fairchild,SA227-AC,No,2.0,Turbo Prop,135,SCHD,,BEMIDJI AVIATION SERVICES INC,0.0,0.0,0.0,1.0,VMC,Unknown,"Loose electrical connections to the hydraulic system and anomalies in the hydraulic shuttle valve and power pack, which resulted in an uncommanded gear unlock and collapse of the left main landing gear. Contributing to the accident was the operators failure to comply with the life limits outlined by the hydraulic power packs manufacturer. ",25-09-2020,0.0
72912,20121117X40351,Accident,ERA13LA061,2012-11-17,"Greenwood, SC",United States,341455N,0082933W,GRD,Greenwood County,Non-Fatal,Substantial,Airplane,N6763L,cessna,550,No,2.0,Turbo Fan,091,,Flight Test,"Stevens Aviation, Inc.",0.0,0.0,0.0,2.0,VMC,Unknown,"Collision with a deer during the landing roll, which resulted in a compromised fuel tank and a postimpact fire.",25-09-2020,0.0
72916,20130916X62912,Incident,ENG13WA038,2012-11-18,"Karachi, Pakistan",Pakistan,,,,Jinnah International Airport,,Unknown,Airplane,AP-BEB,airbus,A310 - 308,No,2.0,Turbo Fan,,SCHD,,PAKISTAN INTERNATIONAL AIRLINES COR,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
72927,20121121X33535,Accident,ERA13LA065,2012-11-20,"Roanoke, VA",United States,371932N,0795832W,ROA,Roanoke Regional Airport,Non-Fatal,Substantial,Airplane,N702DK,beech,C90A,No,2.0,Turbo Prop,135,NSCH,,DOMINION AVIATION SERVICES INC,0.0,0.0,0.0,4.0,VMC,Unknown,The failure of the right main landing gear bearing actuator support brackets. Contributing to the accident was the owner's and operator's failure to comply with the airplane manufacturer's mandatory service bulletin and the Federal Aviation Administration's failure to issue an airworthiness directive.,25-09-2020,0.0
72954,20121129X00132,Accident,ERA13LA069,2012-11-28,"Merritt Island, FL",United States,282020N,0080417W,COI,Merritt Island,Non-Fatal,Substantial,Airplane,N155JD,lawson,CA-8,No,1.0,Turbo Prop,091,,Personal,,0.0,1.0,1.0,0.0,VMC,Unknown,"The pilot's improper decision to continue a cross-country flight as a primary control (aileron) system anomaly progressively worsened. Contributing to the accident was an aileron control system anomaly, the reason for which could not be determined because the aileron control system could not be tested due to impact damage, and the pilots inability to compensate for crosswind conditions encountered during the approach due to the aileron problem.",25-09-2020,2.0
72957,20121130X01711,Accident,CEN13FA080,2012-11-30,"Bryans Corner, OK",United States,036370N,1005813W,,,Non-Fatal,Substantial,Airplane,N1324G,cessna,208B,No,1.0,Turbo Prop,135,NSCH,,Martinaire Aviation LLC,0.0,1.0,0.0,0.0,VMC,Unknown,"The total loss of engine power as a result of a fractured compressor turbine blade due to fatigue cracking. 
",25-09-2020,1.0
72973,20130926X54839,Incident,DCA13WA160,2012-12-02,"Shannon, Ireland",Ireland,,,,,,Minor,Airplane,G-VIIK,boeing,BOEING 777-236,No,2.0,Turbo Fan,NUSC,SCHD,,BRITISH AIRWAYS PLC,0.0,0.0,0.0,0.0,,Unknown,,25-09-2020,0.0
72975,20121204X63622,Accident,ANC13LA012,2012-12-03,"Mekoryuk, AK",United States,060240N,1662013W,MYU,Mekoryuk,Non-Fatal,Substantial,Airplane,N169LJ,cessna,208B,No,1.0,Turbo Prop,135,SCHD,,Hageland Aviation Services,0.0,1.0,0.0,8.0,VMC,Unknown,The total loss of engine power as a result of a fractured first-stage compressor blade due to fatigue cracking. The source of the fatigue crack could not be determined due to secondary damage sustained to the fracture surface.,25-09-2020,1.0
72976,20121205X43637,Accident,ERA13CA081,2012-12-03,"Knoxville, TN",United States,035484N,0083594W,TYS,McGhee Tyson Airport,Non-Fatal,Substantial,Airplane,N44PA,beech,F90,No,2.0,Turbo Prop,091,,Instructional,Grande Aviation,0.0,0.0,0.0,2.0,VMC,Unknown,The pilots decision to maneuver the airplane in close proximity to a hangar.,25-09-2020,0.0
72983,20130314X15433,Accident,DCA13CA066,2012-12-05,"New York, NY",United States,404638N,0735221W,KLGA,LaGuardia,Non-Fatal,Substantial,Airplane,N411ZW,bombardier,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,,Air Wisconsin,0.0,0.0,0.0,53.0,VMC,Unknown,an inadvertant birdstrike on approach.,25-09-2020,0.0
72994,20121214X03022,Accident,CEN13FA101,2012-12-08,"Detroit Lakes, MN",United States,464915N,0096035W,,,Non-Fatal,Substantial,Airplane,N212M,cessna,501,No,2.0,Turbo Fan,091,,Personal,MAKAIRA AIRCRAFT SALES LLC,0.0,0.0,0.0,6.0,IMC,Unknown,"A loss of airplane control due to an undetermined avionics malfunction and the pilots inattention, which resulted in excessive airframe forces during the unusual attitude recovery. The reason for the avionics malfunction could not be determined because postaccident testing did not reveal any anomalies that would have precluded normal operation.",25-09-2020,0.0
72996,20121209X21315,Accident,DCA13RA025,2012-12-09,"Monterrey, Mexico",Mexico,,,,,Fatal,Destroyed,Airplane,N345MC,learjet,25,No,2.0,Turbo Jet,NUSN,,Executive/corporate,,7.0,0.0,0.0,0.0,,Unknown,,03-11-2020,7.0
73005,20121213X02920,Accident,CEN13FA100,2012-12-13,"Combine, TX",United States,323037N,0963011W,,,Fatal,Substantial,Airplane,N29NR,aerovodochody,L-29 DELFIN,No,1.0,Turbo Jet,091,,Personal,CNR AIRCRAFT INC,2.0,0.0,0.0,0.0,VMC,Unknown,The airplane's impact with terrain for reasons that could not be determined during examination of the available evidence because of extensive impact damage and postimpact fire.,25-09-2020,2.0
73010,20121218X11015,Incident,CEN13IA107,2012-12-14,"Williston, ND",United States,481037N,1033822W,ISN,Sloulin International,Non-Fatal,Unknown,Airplane,N3108B,swearingen,SA227-AC,No,2.0,Turbo Prop,091,,Positioning,Business Aviation Courier,0.0,0.0,0.0,1.0,IMC,Unknown,"The snowplow drivers failure to ensure that the runway was clear before driving onto it, which resulted in a runway incursion with a departing airplane.",25-09-2020,0.0
73012,20121216X01302,Accident,WPR13FA070,2012-12-15,"Ely, NV",United States,039514N,0114351W,,,Fatal,Destroyed,Airplane,N93CN,piper,PA-31T1,No,2.0,Turbo Prop,091,,Personal,,2.0,0.0,0.0,0.0,VMC,Unknown,"The pilots failure to regain airplane control following a sudden rapid descent during cruise flight, which resulted in an exceedance of the design stress limits of the aircraft and led to an in-flight structural failure. ",25-09-2020,2.0
73015,20121217X91705,Accident,CEN13FA105,2012-12-15,"Amarillo, TX",United States,345657N,1013451W,,,Fatal,Substantial,Airplane,N67PS,beech,E-90,No,2.0,Turbo Prop,091,,Personal,ONEAL AVIATION LLC,2.0,0.0,0.0,0.0,IMC,Unknown,"The pilots loss of control of the airplane after encountering icing conditions and heavy to extreme turbulence and the subsequent exceedance of the airplanes design limit, which led to an in-flight breakup. 
",25-09-2020,2.0
73022,20121219X15826,Accident,WPR13FA073,2012-12-19,"Libby, MT",United States,481914N,1152832W,S59,Libby,Fatal,Destroyed,Airplane,N499SW,beech,B100,No,2.0,Turbo Prop,091,,Business,STINGER WELDING INC,2.0,0.0,0.0,0.0,VMC,Unknown,The noncertificated pilots failure to maintain clearance from terrain while maneuvering to land in dark night conditions likely due to his geographic disorientation (lost). Contributing to the accident was the pilots improper decision to fly at night with a known visual limitation.,25-09-2020,2.0
73031,20121226X20928,Accident,CEN13TA113,2012-12-21,"Oklahoma City, OK",United States,352415N,0973519W,OKC,WILL ROGERS WORLD,Non-Fatal,Substantial,Airplane,N753CC,cessna,550,No,2.0,Turbo Fan,PUBU,,Public Aircraft - Federal,UNITED STATES CUSTOMS SERVICE,0.0,1.0,0.0,1.0,VMC,Unknown,"The flight crew's decision to fly close behind a heavy airplane, which did not ensure there was adequate distance and time in order to avoid a wake turbulence encounter with the preceding heavy airplanes wake vortex, which resulted in a loss of airplane control during final approach.",25-09-2020,1.0
73044,20130103X44411,Accident,DCA13CA035,2012-12-26,"Memphis, TN",United States,035233N,0895836W,KMEM,Memphis,Non-Fatal,Substantial,Airplane,N612FE,mcdonnell,MD-11F,No,3.0,Turbo Fan,121,NSCH,,FEDERAL EXPRESS CORP,0.0,0.0,0.0,3.0,IMC,Unknown,"the operator's failure to provide appropriate training and documentation for ground personnel, leading the marshaller to inadvertently guide the airplane into the collision.",25-09-2020,0.0
73048,20121229X60421,Accident,WPR13FA076,2012-12-29,"Lakeside, CA",United States,325453N,1165759W,,,Fatal,Substantial,Airplane,N5M,mckenzie,LANCAIR IV-P TURBINE,Yes,1.0,Turbo Prop,091,,Personal,STERN WILLIAM A JR,3.0,0.0,0.0,0.0,IMC,Unknown,"The pilots failure to maintain airspeed while attempting a visual climb through a broken cloud layer, which resulted in a stall/spin.",25-09-2020,3.0
73049,20121231X42414,Accident,CEN13CA117,2012-12-29,"CHICAGO, IL",United States,044404N,0085330W,,,Non-Fatal,Unknown,Airplane,N619AE,embraer,EMB-145LR,No,2.0,Turbo Fan,121,SCHD,,AMERICAN EAGLE AIRLINES INC,0.0,0.0,1.0,49.0,VMC,Unknown,"The presence of deice fluid on the floor, which resulted in a slip hazard and an injury to the flight attendant.",25-09-2020,1.0
73055,20121231X35943,Incident,ENG13WA010,2012-12-31,"Seoul, South Korea, South Korea",South Korea,,,ICN,Incheon International Airport,,Unknown,Airplane,N206UA,boeing,777-222,No,2.0,Turbo Fan,121,SCHD,,UNITED AIR LINES INC,0.0,0.0,0.0,0.0,,Unknown,,03-11-2020,0.0
73093,20130112X22759,Accident,CEN13FA131,2013-01-12,"Paris, TX",United States,333945N,0953252W,,,Fatal,Destroyed,Airplane,N5339V,piper,PA46-500TP,No,1.0,Turbo Prop,091,,Executive/corporate,Celtic Bank Special Assets,3.0,0.0,0.0,0.0,IMC,Unknown,"The pilot's encounter with convective weather, which resulted in a loss of airplane control.",25-09-2020,3.0
73098,20130114X25958,Incident,ERA13IA114,2013-01-13,"Debary, FL",United States,285259N,0811831W,,,Non-Fatal,Unknown,Airplane,N662QS,cessna,560XL,No,2.0,Turbo Fan,091K,NSCH,,"NetJets Aviation, Inc.",0.0,0.0,0.0,4.0,VMC,Unknown,"An accumulation of debris in the airplanes bilge drain holes that prevented accumulated moisture from properly draining; the accumulated moisture subsequently froze around the elevator control components, which resulted in the flight control stiffness. Contributing to the accident was maintenance personnels improper installation of seals in the airplanes tailcone, which allowed water to enter the tailcone.",25-09-2020,0.0
73103,20130116X83524,Accident,ERA13FA115,2013-01-16,"Burlington, NC",United States,036649N,0792514W,BUY,Burlington-Alamance Regional,Fatal,Substantial,Airplane,N68PK,pilatus,PC-12/45,No,1.0,Turbo Prop,091,,Executive/corporate,LABORATORY CORPORATION OF AMERICA HOLDINGS,1.0,0.0,0.0,0.0,IMC,Unknown,The pilot's failure to maintain airplane control due to spatial disorientation during the initial climb after takeoff in night instrument flight rules conditions.,25-09-2020,1.0
73104,20130116X44104,Accident,CEN13FA135,2013-01-16,"Pellston, MI",United States,453348N,0844934W,PLN,PELLSTON RGNL AIRPORT OF EMMET,Fatal,Destroyed,Airplane,N1120N,cessna,208B,No,1.0,Turbo Prop,135,NSCH,,"Martinaire Aviation, L.L.C.",1.0,0.0,0.0,0.0,VMC,Unknown,The pilot's inadvertent controlled descent into terrain due to spatial disorientation. Contributing to the accident was lack of visual reference due to night conditions.,25-09-2020,1.0
73107,20130118X53100,Accident,DCA13LA039,2013-01-17,"Miami, FL",United States,254725N,0801630W,MIA,Miami Intl,Non-Fatal,Minor,Airplane,LV-BMT,airbus,A340 - 300,No,4.0,Turbo Fan,129,SCHD,,Aerolineas Argentinas S.A.,0.0,0.0,0.0,397.0,VMC,Unknown,"LV-BMT flight crew's incorrect evaluation of the clearance between the two aircraft, leading to the inadvertent collision of the left winglet with the horizontal stabilizer and elevator of F-GNZI. Contributing to the accident were the incorrect instructions given by the Miami Gates controller to the LV-BMT flight crew.",25-09-2020,0.0
73160,20130206X71903,Accident,WPR13FA115,2013-02-06,"Casa Grande, AZ",United States,325721N,1114558W,CGZ,Casa Grande Municipal Airport,Fatal,Destroyed,Airplane,N555FV,beech,E90,No,2.0,Turbo Prop,091,,Instructional,"Sauo Aero Services, LLC",2.0,0.0,0.0,0.0,VMC,Unknown,"The pilots loss of control of the airplane after pitching it excessively nose up during a go-around, which resulted in a subsequent aerodynamic stall/spin.",25-09-2020,2.0
73167,20130220X10626,Accident,CEN13LA168,2013-02-07,"Forrest City, AR",United States,345647N,0904628W,,,Non-Fatal,Substantial,Airplane,N198LA,air,AT-502,No,1.0,Turbo Prop,091,,Other Work Use,SOUTH DELTA AVIATION INC,0.0,1.0,0.0,0.0,VMC,Unknown,The in-flight separation of the left aileron's push-pull rod and hardware. Contributing to the accident was the failure of maintenance personnel to apply proper torque to the self-locking nuts.,25-09-2020,1.0
73168,20130220X32821,Incident,DCA13IA058,2013-02-07,"Bowman, GA",United States,341524N,0825857W,,,Non-Fatal,Minor,Airplane,N261PS,bombardier,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,,"PSA Airlines, Inc.",0.0,1.0,0.0,39.0,Unk,Unknown,"the captain's inappropriate climb speed, his failure to monitor airspeed during the level off, and his inappropriate response to multiple stall warnings.",25-09-2020,1.0
73175,20130211X25028,Accident,CEN13WA156,2013-02-09,"Charloeri, Belgium",Belgium,502733N,0042713E,EBCI,Brussels South Charleroi,Fatal,Destroyed,Airplane,N240PW,cessna,P210N,No,1.0,Turbo Prop,NUSN,,Personal,,5.0,0.0,0.0,0.0,,Unknown,,03-11-2020,5.0
73189,20130220X70407,Accident,CEN13LA171,2013-02-13,"Grand Island, NE",United States,040583N,0981835W,GRI,Central Nebraska Regional,Non-Fatal,Substantial,Airplane,N32CA,piper,PA46,No,1.0,Turbo Prop,091,,Personal,Pilot,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to maintain airplane control after engine start.,25-09-2020,0.0
73197,20130216X54725,Accident,CEN13LA163,2013-02-15,"Jennings, LA",United States,301118N,0923756W,,,Fatal,Substantial,Airplane,N4305D,pzl,M-18A,No,1.0,Turbo Prop,137,,Aerial Application,RICELAND AVIATION INC,1.0,0.0,0.0,0.0,VMC,Unknown,"The pilots inadequate visual lookout, which resulted in a collision with guy wires during an aerial application flight.",25-09-2020,1.0
73198,20130218X70747,Accident,ERA13LA138,2013-02-15,"Fort Gaines, GA",United States,312917N,0085035W,79GA,Coates Airport,Non-Fatal,Substantial,Airplane,N3095X,ayres,S2R-T34,No,1.0,Turbo Prop,137,,Aerial Application,COATES FLYING SERVICE INC,0.0,0.0,0.0,1.0,VMC,Unknown,The total loss of engine power due to fuel starvation as a result of debris in the fuel control unit.,25-09-2020,0.0
73214,20130220X51849,Accident,WPR13LA131,2013-02-19,"Pacific Ocean, UN",UN,201341N,1391211W,SFO,San Francisco International Ai,Non-Fatal,Unknown,Airplane,N174UA,boeing,747-422,No,4.0,Turbo Fan,121,SCHD,,United Airlines,0.0,0.0,1.0,220.0,VMC,Unknown,"The flights encounter with moderate clear air turbulence while en route, which resulted in a serious injury to a flight attendant. Contributing to the accident was the lack of communication equipment in the rest compartment, which, if installed, could have alerted the cabin crewmembers that the seatbelt sign was on. ",25-09-2020,1.0
73216,20130220X85257,Accident,DCA13CA056,2013-02-19,"Cincinnati, OH",United States,039255N,0084404W,KCVG,Cincinnati-Northern Kentucky,Non-Fatal,Unknown,Airplane,N283SK,embraer,EMB-145LR,No,2.0,Turbo Fan,121,SCHD,,CHAUTAUQUA AIRLINES INC,0.0,0.0,1.0,53.0,VMC,Unknown,an inadvertent fall out of the open service door because the safety strap was not attached.,25-09-2020,1.0
73218,20130220X11432,Accident,ERA13MA139,2013-02-21,"Thomson, GA",United States,333146N,0822959W,HQU,Thomson-McDuffie Regional,Fatal,Destroyed,Airplane,N777VG,beech,390,No,2.0,Turbo Fan,091,,Executive/corporate,Richard Z. Trammell,5.0,0.0,2.0,0.0,VMC,Unknown,"The pilot's failure to follow airplane flight manual procedures for an antiskid failure in flight and his failure to immediately retract the lift dump after he elected to attempt a go-around on the runway. Contributing to the accident were the pilot's lack of systems knowledge and his fatigue due to acute sleep loss and his ineffective use of time between flights to obtain sleep.  

Member Sumwalt filed a concurring statement that can be found in the public docket for this accident. Member Weener joined the statement.",25-09-2020,7.0
73221,20130227X02738,Incident,CEN13IA177,2013-02-21,"Indianapolis, IN",United States,394951N,0861740W,EYE,Eagle Creek,Non-Fatal,Minor,Airplane,N613TX,ttx,Lancair,Yes,1.0,Turbo Prop,091,,Instructional,"TTX Air, LLC",0.0,0.0,0.0,2.0,VMC,Unknown,The pilots' failure to verify landing gear extension before landing.,25-09-2020,0.0
